Date,AveragePrice,Total Volume,year,region
2016-03-27,1.49,92529.27,2016,Albany
2016-03-20,1.32,110401.88,2016,Albany
2016-03-13,1.18,108264.9,2016,Albany
2016-03-06,1.27,90633.66,2016,Albany
2016-03-27,0.98,458635.34,2016,Atlanta
2016-03-20,0.98,496190.99,2016,Atlanta
2016-03-13,0.9,588656.86,2016,Atlanta
2016-03-06,1.03,458837.18,2016,Atlanta
2016-03-27,1.19,781627.98,2016,BaltimoreWashington
2016-03-20,1.1,880238.91,2016,BaltimoreWashington
2016-03-13,1.18,845574.79,2016,BaltimoreWashington
2016-03-06,1.21,819706.7,2016,BaltimoreWashington
2016-03-27,0.81,101267.73,2016,Boise
2016-03-20,0.94,83080.73,2016,Boise
2016-03-13,0.83,100144.93,2016,Boise
2016-03-06,0.86,97421.21,2016,Boise
2016-03-27,1.08,639420.34,2016,Boston
2016-03-20,1.1,645235.38,2016,Boston
2016-03-13,1.05,651211.44,2016,Boston
2016-03-06,1.1,600639.74,2016,Boston
2016-03-27,1.13,149462.64,2016,BuffaloRochester
2016-03-20,1.14,140364.11,2016,BuffaloRochester
2016-03-13,1.11,163501.31,2016,BuffaloRochester
2016-03-06,1.36,141228.53,2016,BuffaloRochester
2016-03-27,0.93,6603707.93,2016,California
2016-03-20,0.91,6476206.54,2016,California
2016-03-13,0.96,6017563.88,2016,California
2016-03-06,0.92,6429870.23,2016,California
2016-03-27,1.14,189944.6,2016,Charlotte
2016-03-20,1.15,205367.45,2016,Charlotte
2016-03-13,1.05,236131.07,2016,Charlotte
2016-03-06,1.09,208506.12,2016,Charlotte
2016-03-27,0.9,865585.06,2016,Chicago
2016-03-20,1.11,770557.34,2016,Chicago
2016-03-13,1.0,823796.56,2016,Chicago
2016-03-06,1.13,809325.93,2016,Chicago
2016-03-27,0.9,225485.9,2016,CincinnatiDayton
2016-03-20,0.9,224942.74,2016,CincinnatiDayton
2016-03-13,0.88,210904.76,2016,CincinnatiDayton
2016-03-06,0.85,234512.25,2016,CincinnatiDayton
2016-03-27,1.01,153523.03,2016,Columbus
2016-03-20,1.04,152572.16,2016,Columbus
2016-03-13,1.05,140244.15,2016,Columbus
2016-03-06,0.95,173825.82,2016,Columbus
2016-03-27,0.76,1341740.28,2016,DallasFtWorth
2016-03-20,0.74,1347884.14,2016,DallasFtWorth
2016-03-13,0.78,1177309.05,2016,DallasFtWorth
2016-03-06,0.76,1201768.74,2016,DallasFtWorth
2016-03-27,0.95,716900.4,2016,Denver
2016-03-20,0.73,1005859.79,2016,Denver
2016-03-13,0.83,824792.73,2016,Denver
2016-03-06,0.98,671667.78,2016,Denver
2016-03-27,1.05,378431.9,2016,Detroit
2016-03-20,1.09,371639.1,2016,Detroit
2016-03-13,1.12,299527.55,2016,Detroit
2016-03-06,0.97,441920.14,2016,Detroit
2016-03-27,0.99,216788.92,2016,GrandRapids
2016-03-20,1.07,208712.19,2016,GrandRapids
2016-03-13,1.15,149119.51,2016,GrandRapids
2016-03-06,0.91,259568.21,2016,GrandRapids
2016-03-27,0.97,3557777.32,2016,GreatLakes
2016-03-20,1.06,3368333.6,2016,GreatLakes
2016-03-13,1.03,3145897.89,2016,GreatLakes
2016-03-06,0.98,3818114.32,2016,GreatLakes
2016-03-27,1.15,247389.76,2016,HarrisburgScranton
2016-03-20,1.08,269456.81,2016,HarrisburgScranton
2016-03-13,1.13,256785.76,2016,HarrisburgScranton
2016-03-06,1.17,240849.91,2016,HarrisburgScranton
2016-03-27,1.31,294602.42,2016,HartfordSpringfield
2016-03-20,1.17,373372.96,2016,HartfordSpringfield
2016-03-13,1.3,315394.32,2016,HartfordSpringfield
2016-03-06,1.27,311503.06,2016,HartfordSpringfield
2016-03-27,0.75,1345865.16,2016,Houston
2016-03-20,0.76,1162026.04,2016,Houston
2016-03-13,0.76,1136963.49,2016,Houston
2016-03-06,0.76,1091432.18,2016,Houston
2016-03-27,0.99,195373.94,2016,Indianapolis
2016-03-20,1.12,168886.56,2016,Indianapolis
2016-03-13,1.03,179067.02,2016,Indianapolis
2016-03-06,0.96,208283.71,2016,Indianapolis
2016-03-27,1.06,158322.64,2016,Jacksonville
2016-03-20,1.07,140301.04,2016,Jacksonville
2016-03-13,0.81,241653.71,2016,Jacksonville
2016-03-06,1.06,155654.59,2016,Jacksonville
2016-03-27,0.85,314268.27,2016,LasVegas
2016-03-20,0.82,332283.27,2016,LasVegas
2016-03-13,0.79,344613.01,2016,LasVegas
2016-03-06,0.91,311402.83,2016,LasVegas
2016-03-27,0.73,3467762.25,2016,LosAngeles
2016-03-20,0.74,3374876.94,2016,LosAngeles
2016-03-13,0.79,2987393.94,2016,LosAngeles
2016-03-06,0.76,3138836.66,2016,LosAngeles
2016-03-27,0.89,120080.36,2016,Louisville
2016-03-20,0.95,123442.1,2016,Louisville
2016-03-13,1.07,79810.59,2016,Louisville
2016-03-06,1.02,88102.95,2016,Louisville
2016-03-27,1.17,468636.39,2016,MiamiFtLauderdale
2016-03-20,1.13,507580.07,2016,MiamiFtLauderdale
2016-03-13,0.88,799992.86,2016,MiamiFtLauderdale
2016-03-06,1.16,448052.1,2016,MiamiFtLauderdale
2016-03-27,1.08,2911903.46,2016,Midsouth
2016-03-20,1.05,3198477.41,2016,Midsouth
2016-03-13,1.07,3093898.37,2016,Midsouth
2016-03-06,1.1,2942515.87,2016,Midsouth
2016-03-27,0.93,171568.47,2016,Nashville
2016-03-20,0.93,179305.81,2016,Nashville
2016-03-13,0.87,188478.21,2016,Nashville
2016-03-06,0.97,159755.26,2016,Nashville
2016-03-27,0.94,263581.97,2016,NewOrleansMobile
2016-03-20,0.94,273647.06,2016,NewOrleansMobile
2016-03-13,0.91,304057.64,2016,NewOrleansMobile
2016-03-06,0.97,267953.78,2016,NewOrleansMobile
2016-03-27,1.32,1395562.08,2016,NewYork
2016-03-20,1.09,1743194.56,2016,NewYork
2016-03-13,1.17,1600417.32,2016,NewYork
2016-03-06,1.24,1455656.4,2016,NewYork
2016-03-27,1.23,4239016.69,2016,Northeast
2016-03-20,1.11,4834759.09,2016,Northeast
2016-03-13,1.13,4713935.35,2016,Northeast
2016-03-06,1.21,4226925.7,2016,Northeast
2016-03-27,1.13,423257.57,2016,NorthernNewEngland
2016-03-20,1.14,414604.35,2016,NorthernNewEngland
2016-03-13,1.01,476634.67,2016,NorthernNewEngland
2016-03-06,1.08,405931.49,2016,NorthernNewEngland
2016-03-27,1.06,311571.85,2016,Orlando
2016-03-20,1.09,291755.18,2016,Orlando
2016-03-13,0.84,479956.1,2016,Orlando
2016-03-06,1.08,291732.26,2016,Orlando
2016-03-27,1.29,417870.83,2016,Philadelphia
2016-03-20,1.05,543578.3,2016,Philadelphia
2016-03-13,1.1,533501.85,2016,Philadelphia
2016-03-06,1.33,417688.74,2016,Philadelphia
2016-03-27,0.54,1423939.62,2016,PhoenixTucson
2016-03-20,0.56,1339528.26,2016,PhoenixTucson
2016-03-13,0.64,1103110.33,2016,PhoenixTucson
2016-03-06,0.51,1442973.47,2016,PhoenixTucson
2016-03-27,1.15,93607.68,2016,Pittsburgh
2016-03-20,1.17,87881.33,2016,Pittsburgh
2016-03-13,1.17,91112.78,2016,Pittsburgh
2016-03-06,1.18,99548.51,2016,Pittsburgh
2016-03-27,1.07,1740836.89,2016,Plains
2016-03-20,0.95,1938247.08,2016,Plains
2016-03-13,0.91,2095165.01,2016,Plains
2016-03-06,1.06,1734414.9,2016,Plains
2016-03-27,0.71,806586.49,2016,Portland
2016-03-20,0.94,556500.49,2016,Portland
2016-03-13,0.79,750735.4,2016,Portland
2016-03-06,0.83,769499.11,2016,Portland
2016-03-27,1.14,260487.14,2016,RaleighGreensboro
2016-03-20,1.13,288866.22,2016,RaleighGreensboro
2016-03-13,1.08,303779.53,2016,RaleighGreensboro
2016-03-06,1.08,298087.71,2016,RaleighGreensboro
2016-03-27,1.02,233604.1,2016,RichmondNorfolk
2016-03-20,0.99,264247.19,2016,RichmondNorfolk
2016-03-13,1.02,246110.88,2016,RichmondNorfolk
2016-03-06,0.99,255419.61,2016,RichmondNorfolk
2016-03-27,0.96,139668.9,2016,Roanoke
2016-03-20,0.96,156283.99,2016,Roanoke
2016-03-13,0.99,139661.75,2016,Roanoke
2016-03-06,0.98,142026.9,2016,Roanoke
2016-03-27,1.18,458899.34,2016,Sacramento
2016-03-20,1.18,404736.39,2016,Sacramento
2016-03-13,1.14,441333.91,2016,Sacramento
2016-03-06,1.13,443386.65,2016,Sacramento
2016-03-27,0.8,615580.7,2016,SanDiego
2016-03-20,0.76,649914.07,2016,SanDiego
2016-03-13,0.84,567953.21,2016,SanDiego
2016-03-06,0.81,627397.71,2016,SanDiego
2016-03-27,1.47,716020.43,2016,SanFrancisco
2016-03-20,1.4,739577.85,2016,SanFrancisco
2016-03-13,1.41,714002.3,2016,SanFrancisco
2016-03-06,1.29,817240.38,2016,SanFrancisco
2016-03-27,0.85,781581.62,2016,Seattle
2016-03-20,1.02,596110.62,2016,Seattle
2016-03-13,0.94,712808.08,2016,Seattle
2016-03-06,0.88,782395.12,2016,Seattle
2016-03-27,1.07,315023.95,2016,SouthCarolina
2016-03-20,1.07,331531.06,2016,SouthCarolina
2016-03-13,0.96,414943.26,2016,SouthCarolina
2016-03-06,1.06,325786.78,2016,SouthCarolina
2016-03-27,0.77,6553308.82,2016,SouthCentral
2016-03-20,0.77,6276764.8,2016,SouthCentral
2016-03-13,0.79,5894070.33,2016,SouthCentral
2016-03-06,0.78,5848140.87,2016,SouthCentral
2016-03-27,1.05,3242245.67,2016,Southeast
2016-03-20,1.05,3304400.62,2016,Southeast
2016-03-13,0.88,4688502.05,2016,Southeast
2016-03-06,1.07,3161231.11,2016,Southeast
2016-03-27,0.81,110616.23,2016,Spokane
2016-03-20,1.02,83457.56,2016,Spokane
2016-03-13,0.93,94531.04,2016,Spokane
2016-03-06,0.91,101869.42,2016,Spokane
2016-03-27,0.97,156454.78,2016,StLouis
2016-03-20,0.88,195882.17,2016,StLouis
2016-03-13,0.89,172598.72,2016,StLouis
2016-03-06,0.96,185570.14,2016,StLouis
2016-03-27,1.29,72427.45,2016,Syracuse
2016-03-20,1.24,72560.52,2016,Syracuse
2016-03-13,1.18,71223.95,2016,Syracuse
2016-03-06,1.36,64866.67,2016,Syracuse
2016-03-27,1.08,342762.43,2016,Tampa
2016-03-20,1.1,326332.48,2016,Tampa
2016-03-13,0.86,527217.55,2016,Tampa
2016-03-06,1.08,331997.49,2016,Tampa
2016-03-27,0.94,35930195.92,2016,TotalUS
2016-03-20,0.93,36335483.78,2016,TotalUS
2016-03-13,0.93,36374516.14,2016,TotalUS
2016-03-06,0.95,35064506.04,2016,TotalUS
2016-03-27,0.78,7081399.02,2016,West
2016-03-20,0.78,6938294.62,2016,West
2016-03-13,0.81,6725483.24,2016,West
2016-03-06,0.8,6903293.0,2016,West
2016-03-27,0.71,936600.58,2016,WestTexNewMexico
2016-03-20,0.7,932377.12,2016,WestTexNewMexico
2016-03-13,0.72,886197.95,2016,WestTexNewMexico
2016-03-06,0.77,814614.77,2016,WestTexNewMexico
2016-03-27,1.65,1705.39,2016,Albany
2016-03-20,1.76,1733.01,2016,Albany
2016-03-13,1.79,1822.67,2016,Albany
2016-03-06,1.92,1704.24,2016,Albany
2016-03-27,1.48,8926.81,2016,Atlanta
2016-03-20,1.44,7435.68,2016,Atlanta
2016-03-13,1.52,6967.87,2016,Atlanta
2016-03-06,1.66,6619.18,2016,Atlanta
2016-03-27,1.65,17017.63,2016,BaltimoreWashington
2016-03-20,1.61,16332.76,2016,BaltimoreWashington
2016-03-13,1.54,19068.45,2016,BaltimoreWashington
2016-03-06,1.41,21611.1,2016,BaltimoreWashington
2016-03-27,1.41,2565.18,2016,Boise
2016-03-20,0.82,6092.98,2016,Boise
2016-03-13,0.95,3340.37,2016,Boise
2016-03-06,1.15,1381.84,2016,Boise
2016-03-27,1.59,13143.32,2016,Boston
2016-03-20,1.59,11665.94,2016,Boston
2016-03-13,1.59,10556.46,2016,Boston
2016-03-06,1.7,10200.05,2016,Boston
2016-03-27,1.57,5728.61,2016,BuffaloRochester
2016-03-20,1.48,6490.21,2016,BuffaloRochester
2016-03-13,1.63,4489.99,2016,BuffaloRochester
2016-03-06,2.13,3751.88,2016,BuffaloRochester
2016-03-27,1.42,184634.36,2016,California
2016-03-20,1.46,172196.69,2016,California
2016-03-13,1.41,199915.92,2016,California
2016-03-06,1.32,198961.57,2016,California
2016-03-27,1.69,4551.61,2016,Charlotte
2016-03-20,1.57,4713.35,2016,Charlotte
2016-03-13,1.7,4131.98,2016,Charlotte
2016-03-06,1.79,4003.24,2016,Charlotte
2016-03-27,1.5,35086.33,2016,Chicago
2016-03-20,1.5,32456.45,2016,Chicago
2016-03-13,1.5,29584.31,2016,Chicago
2016-03-06,1.49,36774.58,2016,Chicago
2016-03-27,1.17,17750.82,2016,CincinnatiDayton
2016-03-20,1.21,16466.35,2016,CincinnatiDayton
2016-03-13,1.25,13252.99,2016,CincinnatiDayton
2016-03-06,1.34,12627.11,2016,CincinnatiDayton
2016-03-27,1.54,6663.94,2016,Columbus
2016-03-20,1.23,7457.89,2016,Columbus
2016-03-13,1.37,7157.22,2016,Columbus
2016-03-06,1.42,4854.17,2016,Columbus
2016-03-27,1.25,17408.68,2016,DallasFtWorth
2016-03-20,1.16,16850.64,2016,DallasFtWorth
2016-03-13,1.2,18432.74,2016,DallasFtWorth
2016-03-06,1.15,19464.82,2016,DallasFtWorth
2016-03-27,1.24,30425.9,2016,Denver
2016-03-20,0.98,36797.51,2016,Denver
2016-03-13,0.74,100571.11,2016,Denver
2016-03-06,0.66,121329.26,2016,Denver
2016-03-27,1.31,14713.15,2016,Detroit
2016-03-20,0.95,19512.63,2016,Detroit
2016-03-13,1.26,12076.42,2016,Detroit
2016-03-06,1.45,8962.28,2016,Detroit
2016-03-27,1.53,1816.88,2016,GrandRapids
2016-03-20,1.33,4064.64,2016,GrandRapids
2016-03-13,1.33,1643.43,2016,GrandRapids
2016-03-06,1.1,3976.8,2016,GrandRapids
2016-03-27,1.33,122736.25,2016,GreatLakes
2016-03-20,1.24,131022.13,2016,GreatLakes
2016-03-13,1.33,106057.37,2016,GreatLakes
2016-03-06,1.42,98803.23,2016,GreatLakes
2016-03-27,1.83,8688.2,2016,HarrisburgScranton
2016-03-20,1.51,7351.07,2016,HarrisburgScranton
2016-03-13,1.57,8599.69,2016,HarrisburgScranton
2016-03-06,1.58,8782.58,2016,HarrisburgScranton
2016-03-27,2.18,8342.54,2016,HartfordSpringfield
2016-03-20,2.3,6407.43,2016,HartfordSpringfield
2016-03-13,2.18,6620.7,2016,HartfordSpringfield
2016-03-06,2.18,6367.65,2016,HartfordSpringfield
2016-03-27,1.24,12911.19,2016,Houston
2016-03-20,1.29,11260.96,2016,Houston
2016-03-13,1.25,13002.96,2016,Houston
2016-03-06,1.17,14320.97,2016,Houston
2016-03-27,1.4,3215.76,2016,Indianapolis
2016-03-20,1.26,3222.83,2016,Indianapolis
2016-03-13,1.39,2555.93,2016,Indianapolis
2016-03-06,1.48,1831.89,2016,Indianapolis
2016-03-27,1.73,2778.43,2016,Jacksonville
2016-03-20,1.58,3783.94,2016,Jacksonville
2016-03-13,1.7,3152.41,2016,Jacksonville
2016-03-06,1.83,2650.6,2016,Jacksonville
2016-03-27,1.41,10187.56,2016,LasVegas
2016-03-20,1.35,9463.68,2016,LasVegas
2016-03-13,1.33,9530.49,2016,LasVegas
2016-03-06,1.3,11858.2,2016,LasVegas
2016-03-27,1.07,104358.7,2016,LosAngeles
2016-03-20,1.1,96605.4,2016,LosAngeles
2016-03-13,1.09,117245.31,2016,LosAngeles
2016-03-06,0.96,115143.8,2016,LosAngeles
2016-03-27,1.32,2136.97,2016,Louisville
2016-03-20,1.51,1883.74,2016,Louisville
2016-03-13,1.08,3691.76,2016,Louisville
2016-03-06,0.96,3033.63,2016,Louisville
2016-03-27,1.33,3982.06,2016,MiamiFtLauderdale
2016-03-20,1.33,3445.84,2016,MiamiFtLauderdale
2016-03-13,1.3,3678.06,2016,MiamiFtLauderdale
2016-03-06,1.49,2403.4,2016,MiamiFtLauderdale
2016-03-27,1.4,86908.34,2016,Midsouth
2016-03-20,1.37,81394.4,2016,Midsouth
2016-03-13,1.4,91287.93,2016,Midsouth
2016-03-06,1.44,82249.97,2016,Midsouth
2016-03-27,1.46,7913.84,2016,Nashville
2016-03-20,1.53,6926.91,2016,Nashville
2016-03-13,1.32,12819.92,2016,Nashville
2016-03-06,1.32,11949.2,2016,Nashville
2016-03-27,1.26,3468.78,2016,NewOrleansMobile
2016-03-20,1.26,3553.39,2016,NewOrleansMobile
2016-03-13,1.27,4261.47,2016,NewOrleansMobile
2016-03-06,1.37,2612.54,2016,NewOrleansMobile
2016-03-27,2.12,35908.78,2016,NewYork
2016-03-20,1.92,31916.68,2016,NewYork
2016-03-13,1.96,33409.96,2016,NewYork
2016-03-06,1.86,41547.14,2016,NewYork
2016-03-27,1.85,114767.54,2016,Northeast
2016-03-20,1.75,104018.17,2016,Northeast
2016-03-13,1.75,103718.78,2016,Northeast
2016-03-06,1.79,113859.82,2016,Northeast
2016-03-27,1.61,12855.46,2016,NorthernNewEngland
2016-03-20,1.67,11336.93,2016,NorthernNewEngland
2016-03-13,1.63,10985.53,2016,NorthernNewEngland
2016-03-06,1.68,10184.27,2016,NorthernNewEngland
2016-03-27,1.6,5298.14,2016,Orlando
2016-03-20,1.57,4356.15,2016,Orlando
2016-03-13,1.52,5651.13,2016,Orlando
2016-03-06,1.74,3787.95,2016,Orlando
2016-03-27,1.95,10596.57,2016,Philadelphia
2016-03-20,1.75,8420.43,2016,Philadelphia
2016-03-13,1.59,11340.53,2016,Philadelphia
2016-03-06,1.53,16463.5,2016,Philadelphia
2016-03-27,1.54,11321.14,2016,PhoenixTucson
2016-03-20,1.57,10097.84,2016,PhoenixTucson
2016-03-13,1.47,11203.89,2016,PhoenixTucson
2016-03-06,1.48,12436.96,2016,PhoenixTucson
2016-03-27,1.18,1702.84,2016,Pittsburgh
2016-03-20,1.2,1237.02,2016,Pittsburgh
2016-03-13,1.15,1479.81,2016,Pittsburgh
2016-03-06,1.37,867.18,2016,Pittsburgh
2016-03-27,1.45,47440.66,2016,Plains
2016-03-20,1.44,48042.77,2016,Plains
2016-03-13,1.54,41060.75,2016,Plains
2016-03-06,1.76,35593.76,2016,Plains
2016-03-27,1.33,30826.41,2016,Portland
2016-03-20,0.87,96171.26,2016,Portland
2016-03-13,1.13,38889.87,2016,Portland
2016-03-06,1.29,29351.99,2016,Portland
2016-03-27,1.43,5902.81,2016,RaleighGreensboro
2016-03-20,1.42,5259.38,2016,RaleighGreensboro
2016-03-13,1.54,5341.4,2016,RaleighGreensboro
2016-03-06,1.79,3720.67,2016,RaleighGreensboro
2016-03-27,1.14,9029.13,2016,RichmondNorfolk
2016-03-20,1.0,8346.57,2016,RichmondNorfolk
2016-03-13,1.23,6650.92,2016,RichmondNorfolk
2016-03-06,1.54,4091.44,2016,RichmondNorfolk
2016-03-27,0.99,9949.85,2016,Roanoke
2016-03-20,0.94,9084.56,2016,Roanoke
2016-03-13,1.22,7169.41,2016,Roanoke
2016-03-06,1.55,3800.32,2016,Roanoke
2016-03-27,2.07,7588.03,2016,Sacramento
2016-03-20,1.96,7688.54,2016,Sacramento
2016-03-13,2.04,7402.74,2016,Sacramento
2016-03-06,1.88,9728.1,2016,Sacramento
2016-03-27,1.35,16902.98,2016,SanDiego
2016-03-20,1.4,14926.04,2016,SanDiego
2016-03-13,1.38,20836.85,2016,SanDiego
2016-03-06,1.21,18148.41,2016,SanDiego
2016-03-27,2.23,25593.44,2016,SanFrancisco
2016-03-20,2.33,24714.55,2016,SanFrancisco
2016-03-13,2.27,25229.74,2016,SanFrancisco
2016-03-06,2.31,24869.6,2016,SanFrancisco
2016-03-27,1.55,36606.53,2016,Seattle
2016-03-20,0.98,87462.26,2016,Seattle
2016-03-13,1.18,51451.83,2016,Seattle
2016-03-06,1.22,39782.0,2016,Seattle
2016-03-27,1.41,7001.06,2016,SouthCarolina
2016-03-20,1.36,7098.91,2016,SouthCarolina
2016-03-13,1.45,6135.77,2016,SouthCarolina
2016-03-06,1.56,5255.59,2016,SouthCarolina
2016-03-27,1.25,84351.3,2016,SouthCentral
2016-03-20,1.23,79411.38,2016,SouthCentral
2016-03-13,1.24,86860.92,2016,SouthCentral
2016-03-06,1.21,86686.51,2016,SouthCentral
2016-03-27,1.48,51791.11,2016,Southeast
2016-03-20,1.46,49153.27,2016,Southeast
2016-03-13,1.45,49979.08,2016,Southeast
2016-03-06,1.61,40036.61,2016,Southeast
2016-03-27,1.45,2927.32,2016,Spokane
2016-03-20,1.08,4726.65,2016,Spokane
2016-03-13,1.28,4036.93,2016,Spokane
2016-03-06,1.31,3669.4,2016,Spokane
2016-03-27,0.88,11880.74,2016,StLouis
2016-03-20,0.9,12334.46,2016,StLouis
2016-03-13,1.1,7739.62,2016,StLouis
2016-03-06,1.82,4095.43,2016,StLouis
2016-03-27,1.57,2668.42,2016,Syracuse
2016-03-20,1.54,3134.02,2016,Syracuse
2016-03-13,1.66,2357.86,2016,Syracuse
2016-03-06,2.09,2090.95,2016,Syracuse
2016-03-27,1.33,4340.06,2016,Tampa
2016-03-20,1.34,3651.32,2016,Tampa
2016-03-13,1.28,4671.11,2016,Tampa
2016-03-06,1.5,2873.92,2016,Tampa
2016-03-27,1.44,900644.79,2016,TotalUS
2016-03-20,1.27,1045450.41,2016,TotalUS
2016-03-13,1.29,1023655.87,2016,TotalUS
2016-03-06,1.28,1012415.85,2016,TotalUS
2016-03-27,1.39,208015.17,2016,West
2016-03-20,0.99,380211.61,2016,West
2016-03-13,1.0,344775.17,2016,West
2016-03-06,0.96,356224.38,2016,West
2016-03-27,1.41,17528.02,2016,WestTexNewMexico
2016-03-20,1.47,15705.35,2016,WestTexNewMexico
2016-03-13,1.3,18611.51,2016,WestTexNewMexico
2016-03-06,1.32,18916.59,2016,WestTexNewMexico
