Date,AveragePrice,Total Volume,year,region
2016-09-25,1.62,96853.15,2016,Albany
2016-09-18,1.39,79513.63,2016,Albany
2016-09-11,1.37,81473.15,2016,Albany
2016-09-04,1.44,95456.26,2016,Albany
2016-09-25,1.26,435756.8,2016,Atlanta
2016-09-18,1.01,527700.95,2016,Atlanta
2016-09-11,0.9,597759.18,2016,Atlanta
2016-09-04,0.89,614657.03,2016,Atlanta
2016-09-25,1.58,678671.71,2016,BaltimoreWashington
2016-09-18,1.5,732424.67,2016,BaltimoreWashington
2016-09-11,1.34,885728.19,2016,BaltimoreWashington
2016-09-04,1.51,762218.08,2016,BaltimoreWashington
2016-09-25,0.91,87557.13,2016,Boise
2016-09-18,0.97,82377.77,2016,Boise
2016-09-11,0.89,89822.98,2016,Boise
2016-09-04,1.01,79683.06,2016,Boise
2016-09-25,1.53,483057.37,2016,Boston
2016-09-18,1.45,489600.6,2016,Boston
2016-09-11,1.27,672672.86,2016,Boston
2016-09-04,1.41,541671.24,2016,Boston
2016-09-25,1.4,134327.1,2016,BuffaloRochester
2016-09-18,1.54,122908.68,2016,BuffaloRochester
2016-09-11,1.38,124095.82,2016,BuffaloRochester
2016-09-04,1.48,95473.7,2016,BuffaloRochester
2016-09-25,1.15,6075588.68,2016,California
2016-09-18,1.22,5471565.28,2016,California
2016-09-11,1.12,6059764.51,2016,California
2016-09-04,1.08,6681646.14,2016,California
2016-09-25,1.47,189131.52,2016,Charlotte
2016-09-18,1.43,182978.3,2016,Charlotte
2016-09-11,1.42,180989.26,2016,Charlotte
2016-09-04,1.33,204963.95,2016,Charlotte
2016-09-25,1.8,553863.82,2016,Chicago
2016-09-18,1.7,600389.56,2016,Chicago
2016-09-11,1.67,635036.01,2016,Chicago
2016-09-04,1.6,670453.42,2016,Chicago
2016-09-25,1.09,268805.44,2016,CincinnatiDayton
2016-09-18,0.96,288857.14,2016,CincinnatiDayton
2016-09-11,1.04,266719.89,2016,CincinnatiDayton
2016-09-04,1.12,252059.32,2016,CincinnatiDayton
2016-09-25,1.14,151978.88,2016,Columbus
2016-09-18,1.07,167438.32,2016,Columbus
2016-09-11,1.06,177299.48,2016,Columbus
2016-09-04,1.06,161362.24,2016,Columbus
2016-09-25,0.92,1150789.41,2016,DallasFtWorth
2016-09-18,0.8,1382358.0,2016,DallasFtWorth
2016-09-11,0.79,1308970.15,2016,DallasFtWorth
2016-09-04,0.74,1390891.44,2016,DallasFtWorth
2016-09-25,1.15,680946.51,2016,Denver
2016-09-18,1.02,757358.11,2016,Denver
2016-09-11,0.98,791566.05,2016,Denver
2016-09-04,0.91,924278.16,2016,Denver
2016-09-25,1.24,274937.38,2016,Detroit
2016-09-18,1.1,320748.32,2016,Detroit
2016-09-11,1.09,339890.13,2016,Detroit
2016-09-04,1.08,326335.52,2016,Detroit
2016-09-25,1.55,137599.07,2016,GrandRapids
2016-09-18,1.49,139511.61,2016,GrandRapids
2016-09-11,1.58,136492.43,2016,GrandRapids
2016-09-04,1.52,142913.72,2016,GrandRapids
2016-09-25,1.37,2834326.48,2016,GreatLakes
2016-09-18,1.28,2996317.15,2016,GreatLakes
2016-09-11,1.3,3078051.63,2016,GreatLakes
2016-09-04,1.3,3084199.23,2016,GreatLakes
2016-09-25,1.37,222019.37,2016,HarrisburgScranton
2016-09-18,1.26,220697.92,2016,HarrisburgScranton
2016-09-11,1.19,272611.45,2016,HarrisburgScranton
2016-09-04,1.15,311176.62,2016,HarrisburgScranton
2016-09-25,1.63,224391.93,2016,HartfordSpringfield
2016-09-18,1.51,233869.17,2016,HartfordSpringfield
2016-09-11,1.22,364052.46,2016,HartfordSpringfield
2016-09-04,1.54,279628.17,2016,HartfordSpringfield
2016-09-25,0.96,1027782.31,2016,Houston
2016-09-18,0.83,1127109.48,2016,Houston
2016-09-11,0.76,1217346.73,2016,Houston
2016-09-04,0.72,1351649.96,2016,Houston
2016-09-25,1.39,150804.6,2016,Indianapolis
2016-09-18,1.26,153211.68,2016,Indianapolis
2016-09-11,1.29,157333.39,2016,Indianapolis
2016-09-04,1.31,160672.02,2016,Indianapolis
2016-09-25,1.26,158194.1,2016,Jacksonville
2016-09-18,1.05,175928.62,2016,Jacksonville
2016-09-11,1.1,150295.99,2016,Jacksonville
2016-09-04,0.94,239246.03,2016,Jacksonville
2016-09-25,1.2,242299.74,2016,LasVegas
2016-09-18,1.12,278479.43,2016,LasVegas
2016-09-11,0.89,378865.38,2016,LasVegas
2016-09-04,1.03,335179.78,2016,LasVegas
2016-09-25,1.0,3007073.27,2016,LosAngeles
2016-09-18,1.06,2589309.14,2016,LosAngeles
2016-09-11,0.95,2939704.87,2016,LosAngeles
2016-09-04,0.88,3431676.04,2016,LosAngeles
2016-09-25,1.37,75513.07,2016,Louisville
2016-09-18,1.26,87633.41,2016,Louisville
2016-09-11,1.21,90086.4,2016,Louisville
2016-09-04,1.11,82940.98,2016,Louisville
2016-09-25,1.43,558552.18,2016,MiamiFtLauderdale
2016-09-18,1.19,541030.4,2016,MiamiFtLauderdale
2016-09-11,1.2,480734.81,2016,MiamiFtLauderdale
2016-09-04,0.97,862396.26,2016,MiamiFtLauderdale
2016-09-25,1.37,2568161.45,2016,Midsouth
2016-09-18,1.28,2785256.41,2016,Midsouth
2016-09-11,1.18,3068639.36,2016,Midsouth
2016-09-04,1.2,3127950.4,2016,Midsouth
2016-09-25,1.16,174768.99,2016,Nashville
2016-09-18,1.01,191359.67,2016,Nashville
2016-09-11,0.75,250165.13,2016,Nashville
2016-09-04,0.73,292902.13,2016,Nashville
2016-09-25,1.19,264726.41,2016,NewOrleansMobile
2016-09-18,1.18,244913.97,2016,NewOrleansMobile
2016-09-11,1.13,250492.62,2016,NewOrleansMobile
2016-09-04,0.94,324151.3,2016,NewOrleansMobile
2016-09-25,1.62,1061132.87,2016,NewYork
2016-09-18,1.5,1108446.44,2016,NewYork
2016-09-11,1.26,1558413.54,2016,NewYork
2016-09-04,1.47,1278749.25,2016,NewYork
2016-09-25,1.53,3458790.86,2016,Northeast
2016-09-18,1.45,3442454.03,2016,Northeast
2016-09-11,1.28,4456957.62,2016,Northeast
2016-09-04,1.4,4019648.55,2016,Northeast
2016-09-25,1.58,315399.04,2016,NorthernNewEngland
2016-09-18,1.48,316980.64,2016,NorthernNewEngland
2016-09-11,1.44,343314.74,2016,NorthernNewEngland
2016-09-04,1.38,374902.91,2016,NorthernNewEngland
2016-09-25,1.4,302808.91,2016,Orlando
2016-09-18,1.16,319543.98,2016,Orlando
2016-09-11,1.18,312266.53,2016,Orlando
2016-09-04,0.97,477301.28,2016,Orlando
2016-09-25,1.54,366205.45,2016,Philadelphia
2016-09-18,1.41,403065.41,2016,Philadelphia
2016-09-11,1.24,499659.75,2016,Philadelphia
2016-09-04,1.3,488463.75,2016,Philadelphia
2016-09-25,1.04,811939.65,2016,PhoenixTucson
2016-09-18,1.0,826738.9,2016,PhoenixTucson
2016-09-11,0.88,961997.61,2016,PhoenixTucson
2016-09-04,0.64,1455770.91,2016,PhoenixTucson
2016-09-25,1.01,165178.31,2016,Pittsburgh
2016-09-18,1.27,91298.63,2016,Pittsburgh
2016-09-11,1.33,80206.95,2016,Pittsburgh
2016-09-04,1.23,93887.78,2016,Pittsburgh
2016-09-25,1.35,1419113.4,2016,Plains
2016-09-18,1.24,1641724.15,2016,Plains
2016-09-11,1.18,1697761.29,2016,Plains
2016-09-04,1.1,1933628.13,2016,Plains
2016-09-25,0.87,694289.8,2016,Portland
2016-09-18,0.94,603235.38,2016,Portland
2016-09-11,0.88,671817.53,2016,Portland
2016-09-04,1.01,613058.51,2016,Portland
2016-09-25,1.35,255043.21,2016,RaleighGreensboro
2016-09-18,1.27,278129.66,2016,RaleighGreensboro
2016-09-11,1.31,248257.02,2016,RaleighGreensboro
2016-09-04,1.27,287328.36,2016,RaleighGreensboro
2016-09-25,1.27,210791.27,2016,RichmondNorfolk
2016-09-18,1.18,238848.85,2016,RichmondNorfolk
2016-09-11,1.13,240632.37,2016,RichmondNorfolk
2016-09-04,1.11,263823.88,2016,RichmondNorfolk
2016-09-25,1.07,142130.59,2016,Roanoke
2016-09-18,1.06,144272.73,2016,Roanoke
2016-09-11,1.02,156833.09,2016,Roanoke
2016-09-04,1.01,162357.83,2016,Roanoke
2016-09-25,1.34,420076.53,2016,Sacramento
2016-09-18,1.39,407813.86,2016,Sacramento
2016-09-11,1.34,432472.11,2016,Sacramento
2016-09-04,1.32,472090.23,2016,Sacramento
2016-09-25,1.05,566089.72,2016,SanDiego
2016-09-18,1.18,457197.25,2016,SanDiego
2016-09-11,1.08,498555.72,2016,SanDiego
2016-09-04,1.06,550756.68,2016,SanDiego
2016-09-25,1.43,860546.65,2016,SanFrancisco
2016-09-18,1.5,813575.88,2016,SanFrancisco
2016-09-11,1.43,862732.45,2016,SanFrancisco
2016-09-04,1.47,850104.12,2016,SanFrancisco
2016-09-25,1.03,655426.45,2016,Seattle
2016-09-18,1.03,586212.19,2016,Seattle
2016-09-11,1.0,644049.31,2016,Seattle
2016-09-04,1.13,563852.38,2016,Seattle
2016-09-25,1.25,327724.02,2016,SouthCarolina
2016-09-18,1.12,331549.04,2016,SouthCarolina
2016-09-11,1.08,341887.56,2016,SouthCarolina
2016-09-04,1.03,419927.05,2016,SouthCarolina
2016-09-25,0.98,5344837.49,2016,SouthCentral
2016-09-18,0.86,6130653.55,2016,SouthCentral
2016-09-11,0.82,6236078.55,2016,SouthCentral
2016-09-04,0.78,6802635.25,2016,SouthCentral
2016-09-25,1.32,3266161.45,2016,Southeast
2016-09-18,1.11,3403999.22,2016,Southeast
2016-09-11,1.08,3431698.41,2016,Southeast
2016-09-04,0.96,4804279.06,2016,Southeast
2016-09-25,1.09,86853.6,2016,Spokane
2016-09-18,1.05,74748.35,2016,Spokane
2016-09-11,0.98,83096.19,2016,Spokane
2016-09-04,1.12,83575.85,2016,Spokane
2016-09-25,1.06,165887.64,2016,StLouis
2016-09-18,1.17,147517.96,2016,StLouis
2016-09-11,1.05,182676.07,2016,StLouis
2016-09-04,1.16,151456.08,2016,StLouis
2016-09-25,1.54,61352.25,2016,Syracuse
2016-09-18,1.46,55922.25,2016,Syracuse
2016-09-11,1.35,60993.34,2016,Syracuse
2016-09-04,1.53,51792.9,2016,Syracuse
2016-09-25,1.37,349975.92,2016,Tampa
2016-09-18,1.14,344938.28,2016,Tampa
2016-09-11,1.16,338518.81,2016,Tampa
2016-09-04,0.95,560691.13,2016,Tampa
2016-09-25,1.22,30305112.89,2016,TotalUS
2016-09-18,1.15,31346091.46,2016,TotalUS
2016-09-11,1.08,34126730.95,2016,TotalUS
2016-09-04,1.04,37130688.91,2016,TotalUS
2016-09-25,1.08,5338132.99,2016,West
2016-09-18,1.04,5474121.64,2016,West
2016-09-11,0.96,6097779.55,2016,West
2016-09-04,0.92,6676702.06,2016,West
2016-09-25,1.07,598623.24,2016,WestTexNewMexico
2016-09-18,0.95,749931.49,2016,WestTexNewMexico
2016-09-11,0.73,1012039.31,2016,WestTexNewMexico
2016-09-04,0.88,863039.15,2016,WestTexNewMexico
2016-09-25,1.68,2019.71,2016,Albany
2016-09-18,1.69,2137.53,2016,Albany
2016-09-11,1.68,3501.41,2016,Albany
2016-09-04,1.73,2194.77,2016,Albany
2016-09-25,2.02,7914.63,2016,Atlanta
2016-09-18,1.91,8231.32,2016,Atlanta
2016-09-11,1.43,13016.7,2016,Atlanta
2016-09-04,1.38,15106.95,2016,Atlanta
2016-09-25,2.06,21533.64,2016,BaltimoreWashington
2016-09-18,2.06,22735.52,2016,BaltimoreWashington
2016-09-11,2.14,20395.74,2016,BaltimoreWashington
2016-09-04,2.03,19197.78,2016,BaltimoreWashington
2016-09-25,1.39,2156.51,2016,Boise
2016-09-18,1.76,2138.14,2016,Boise
